date,freight_rate,open,high,low,vol,change,freight_rate_outlier
2019-09-26,1963.0,"1,963.00","1,963.00","1,963.00",,-4.38%,False
2019-09-27,1857.0,"1,857.00","1,857.00","1,857.00",,-5.40%,False
2019-09-30,1823.0,"1,823.00","1,823.00","1,823.00",,-1.83%,False
2019-10-01,1809.0,"1,809.00","1,809.00","1,809.00",,-0.77%,False
2019-10-02,1803.0,"1,803.00","1,803.00","1,803.00",,-0.33%,False
2019-10-03,1757.0,"1,757.00","1,757.00","1,757.00",,-2.55%,False
2019-10-04,1767.0,"1,767.00","1,767.00","1,767.00",,0.57%,False
2019-10-07,1770.0,"1,770.00","1,770.00","1,770.00",,0.17%,False
2019-10-08,1801.0,"1,801.00","1,801.00","1,801.00",,1.75%,False
2019-10-09,1873.0,"1,873.00","1,873.00","1,873.00",,4.00%,False
2019-10-10,1929.0,"1,929.00","1,929.00","1,929.00",,2.99%,False
2019-10-11,1924.0,"1,924.00","1,924.00","1,924.00",,-0.26%,False
2019-10-14,1916.0,"1,916.00","1,916.00","1,916.00",,-0.42%,False
2019-10-15,1898.0,"1,898.00","1,898.00","1,898.00",,-0.94%,False
2019-10-16,1897.0,"1,897.00","1,897.00","1,897.00",,-0.05%,False
2019-10-17,1861.0,"1,861.00","1,861.00","1,861.00",,-1.90%,False
2019-10-18,1855.0,"1,855.00","1,855.00","1,855.00",,-0.32%,False
2019-10-21,1846.0,"1,846.00","1,846.00","1,846.00",,-0.49%,False
2019-10-22,1806.0,"1,806.00","1,806.00","1,806.00",,-2.17%,False
2019-10-23,1779.0,"1,779.00","1,779.00","1,779.00",,-1.50%,False
2019-10-24,1785.0,"1,785.00","1,785.00","1,785.00",,0.34%,False
2019-10-25,1801.0,"1,801.00","1,801.00","1,801.00",,0.90%,False
2019-10-28,1803.0,"1,803.00","1,803.00","1,803.00",,0.11%,False
2019-10-29,1802.0,"1,802.00","1,802.00","1,802.00",,-0.06%,False
2019-10-30,1782.0,"1,782.00","1,782.00","1,782.00",,-1.11%,False
2019-10-31,1731.0,"1,731.00","1,731.00","1,731.00",,-2.86%,False
2019-11-01,1697.0,"1,697.00","1,697.00","1,697.00",,-1.96%,False
2019-11-04,1675.0,"1,675.00","1,675.00","1,675.00",,-1.30%,False
2019-11-05,1656.0,"1,656.00","1,656.00","1,656.00",,-1.13%,False
2019-11-06,1533.0,"1,533.00","1,533.00","1,533.00",,-7.43%,True
2019-11-07,1428.0,"1,428.00","1,428.00","1,428.00",,-6.85%,True
2019-11-08,1378.0,"1,378.00","1,378.00","1,378.00",,-3.50%,True
2019-11-11,1345.0,"1,345.00","1,345.00","1,345.00",,-2.39%,False
2019-11-12,1354.0,"1,354.00","1,354.00","1,354.00",,0.67%,False
2019-11-13,1365.0,"1,365.00","1,365.00","1,365.00",,0.81%,False
2019-11-14,1364.0,"1,364.00","1,364.00","1,364.00",,-0.07%,False
2019-11-15,1357.0,"1,357.00","1,357.00","1,357.00",,-0.51%,False
2019-11-18,1338.0,"1,338.00","1,338.00","1,338.00",,-1.40%,False
2019-11-19,1304.0,"1,304.00","1,304.00","1,304.00",,-2.54%,False
2019-11-20,1260.0,"1,260.00","1,260.00","1,260.00",,-3.37%,False
2019-11-21,1255.0,"1,255.00","1,255.00","1,255.00",,-0.40%,False
2019-11-22,1284.0,"1,284.00","1,284.00","1,284.00",,2.31%,False
2019-11-25,1351.0,"1,351.00","1,351.00","1,351.00",,5.22%,False
2019-11-26,1426.0,"1,426.00","1,426.00","1,426.00",,5.55%,False
2019-11-27,1440.0,"1,440.00","1,440.00","1,440.00",,0.98%,False
2019-11-28,1467.0,"1,467.00","1,467.00","1,467.00",,1.88%,False
2019-11-29,1528.0,"1,528.00","1,528.00","1,528.00",,4.16%,False
2019-12-02,1568.0,"1,568.00","1,568.00","1,568.00",,2.62%,False
2019-12-03,1606.0,"1,606.00","1,606.00","1,606.00",,2.42%,False
2019-12-04,1599.0,"1,599.00","1,599.00","1,599.00",,-0.44%,False
2019-12-05,1575.0,"1,575.00","1,575.00","1,575.00",,-1.50%,False
2019-12-06,1558.0,"1,558.00","1,558.00","1,558.00",,-1.08%,False
2019-12-09,1551.0,"1,551.00","1,551.00","1,551.00",,-0.45%,False
2019-12-10,1528.0,"1,528.00","1,528.00","1,528.00",,-1.48%,False
2019-12-11,1460.0,"1,460.00","1,460.00","1,460.00",,-4.45%,False
2019-12-12,1388.0,"1,388.00","1,388.00","1,388.00",,-4.93%,False
2019-12-13,1355.0,"1,355.00","1,355.00","1,355.00",,-2.38%,False
2019-12-16,1315.0,"1,315.00","1,315.00","1,315.00",,-2.95%,False
2019-12-17,1281.0,"1,281.00","1,281.00","1,281.00",,-2.59%,False
2019-12-18,1221.0,"1,221.00","1,221.00","1,221.00",,-4.68%,False
2019-12-19,1151.0,"1,151.00","1,151.00","1,151.00",,-5.73%,False
2019-12-20,1123.0,"1,123.00","1,123.00","1,123.00",,-2.43%,False
2019-12-23,1103.0,"1,103.00","1,103.00","1,103.00",,-1.78%,False
2019-12-24,1090.0,"1,090.00","1,090.00","1,090.00",,-1.18%,False
2020-01-02,976.0,976.00,976.00,976.00,,-10.46%,False
2020-01-03,907.0,907.00,907.00,907.00,,-7.07%,False
2020-01-06,844.0,844.00,844.00,844.00,,-6.95%,False
2020-01-07,791.0,791.00,791.00,791.00,,-6.28%,False
2020-01-08,773.0,773.00,773.00,773.00,,-2.28%,False
2020-01-09,772.0,772.00,772.00,772.00,,-0.13%,False
2020-01-10,774.0,774.00,774.00,774.00,,0.26%,False
2020-01-13,765.0,765.00,765.00,765.00,,-1.16%,False
2020-01-14,763.0,763.00,763.00,763.00,,-0.26%,False
2020-01-15,768.0,768.00,768.00,768.00,,0.66%,False
2020-01-16,768.0,768.00,768.00,768.00,,0.00%,False
2020-01-17,754.0,754.00,754.00,754.00,,-1.82%,False
2020-01-20,729.0,729.00,729.00,729.00,,-3.32%,False
2020-01-21,689.0,689.00,689.00,689.00,,-5.49%,False
2020-01-22,623.0,623.00,623.00,623.00,,-9.58%,False
2020-01-23,576.0,576.00,576.00,576.00,,-7.54%,False
2020-01-24,557.0,557.00,557.00,557.00,,-3.30%,False
2020-01-27,546.0,546.00,546.00,546.00,,-1.97%,False
2020-01-28,539.0,539.00,539.00,539.00,,-1.28%,False
2020-01-29,525.0,525.00,525.00,525.00,,-2.60%,False
2020-01-30,498.0,498.00,498.00,498.00,,-5.14%,False
2020-01-31,487.0,487.00,487.00,487.00,,-2.21%,False
2020-02-03,466.0,466.00,466.00,466.00,,-4.31%,False
2020-02-04,453.0,453.00,453.00,453.00,,-2.79%,False
2020-02-05,430.0,430.00,430.00,430.00,,-5.08%,False
2020-02-06,431.0,431.00,431.00,431.00,,0.23%,False
2020-02-07,415.0,415.00,415.00,415.00,,-3.71%,False
2020-02-10,411.0,411.00,411.00,411.00,,-0.96%,False
2020-02-11,418.0,418.00,418.00,418.00,,1.70%,False
2020-02-12,421.0,421.00,421.00,421.00,,0.72%,False
2020-02-13,421.0,421.00,421.00,421.00,,0.00%,False
2020-02-14,425.0,425.00,425.00,425.00,,0.95%,False
2020-02-17,434.0,434.00,434.00,434.00,,2.12%,False
2020-02-18,450.0,450.00,450.00,450.00,,3.69%,False
2020-02-19,465.0,465.00,465.00,465.00,,3.33%,False
2020-02-20,480.0,480.00,480.00,480.00,,3.23%,False
2020-02-21,497.0,497.00,497.00,497.00,,3.54%,False
2020-02-24,506.0,506.00,506.00,506.00,,1.81%,False
2020-02-25,508.0,508.00,508.00,508.00,,0.40%,False
2020-02-26,517.0,517.00,517.00,517.00,,1.77%,False
2020-02-27,529.0,529.00,529.00,529.00,,2.32%,False
2020-02-28,535.0,535.00,535.00,535.00,,1.13%,False
2020-03-02,539.0,539.00,539.00,539.00,,0.75%,False
2020-03-03,549.0,549.00,549.00,549.00,,1.86%,False
2020-03-04,562.0,562.00,562.00,562.00,,2.37%,False
2020-03-05,599.0,599.00,599.00,599.00,,6.58%,False
2020-03-06,617.0,617.00,617.00,617.00,,3.01%,False
2020-03-09,616.0,616.00,616.00,616.00,,-0.16%,False
2020-03-10,627.0,627.00,627.00,627.00,,1.79%,False
2020-03-11,631.0,631.00,631.00,631.00,,0.64%,False
2020-03-12,633.0,633.00,633.00,633.00,,0.32%,False
2020-03-13,631.0,631.00,631.00,631.00,,-0.32%,False
2020-03-16,623.0,623.00,623.00,623.00,,-1.27%,False
2020-03-17,612.0,612.00,612.00,612.00,,-1.77%,False
2020-03-18,629.0,629.00,629.00,629.00,,2.78%,False
2020-03-19,630.0,630.00,630.00,630.00,,0.16%,False
2020-03-20,625.0,625.00,625.00,625.00,,-0.79%,False
2020-03-23,617.0,617.00,617.00,617.00,,-1.28%,False
2020-03-24,603.0,603.00,603.00,603.00,,-2.27%,False
2020-03-25,582.0,582.00,582.00,582.00,,-3.48%,False
2020-03-26,569.0,569.00,569.00,569.00,,-2.23%,False
2020-03-27,556.0,556.00,556.00,556.00,,-2.28%,False
2020-03-30,548.0,548.00,548.00,548.00,,-1.44%,False
2020-03-31,626.0,626.00,626.00,626.00,,14.23%,False
2020-04-01,624.0,624.00,624.00,624.00,,-0.32%,False
2020-04-02,624.0,624.00,624.00,624.00,,0.00%,False
2020-04-03,616.0,616.00,616.00,616.00,,-1.28%,False
2020-04-06,604.0,604.00,604.00,604.00,,-1.95%,False
2020-04-07,596.0,596.00,596.00,596.00,,-1.32%,False
2020-04-08,607.0,607.00,607.00,607.00,,1.85%,False
2020-04-09,635.0,635.00,635.00,635.00,,4.61%,False
2020-04-14,679.0,679.00,679.00,679.00,,6.93%,False
2020-04-15,706.0,706.00,706.00,706.00,,3.98%,False
2020-04-16,726.0,726.00,726.00,726.00,,2.83%,False
2020-04-17,751.0,751.00,751.00,751.00,,3.44%,False
2020-04-20,757.0,757.00,757.00,757.00,,0.80%,False
2020-04-21,728.0,728.00,728.00,728.00,,-3.83%,False
2020-04-22,694.0,694.00,694.00,694.00,,-4.67%,False
2020-04-23,672.0,672.00,672.00,672.00,,-3.17%,False
2020-04-24,665.0,665.00,665.00,665.00,,-1.04%,False
2020-04-27,661.0,661.00,661.00,661.00,,-0.60%,False
2020-04-28,655.0,655.00,655.00,655.00,,-0.91%,False
2020-04-29,643.0,643.00,643.00,643.00,,-1.83%,False
2020-04-30,635.0,635.00,635.00,635.00,,-1.24%,False
2020-05-01,617.0,617.00,617.00,617.00,,-2.83%,False
2020-05-04,598.0,598.00,598.00,598.00,,-3.08%,False
2020-05-05,575.0,575.00,575.00,575.00,,-3.85%,False
2020-05-06,534.0,534.00,534.00,534.00,,-7.13%,False
2020-05-07,514.0,514.00,514.00,514.00,,-3.75%,False
2020-05-11,474.0,474.00,474.00,474.00,,-7.78%,False
2020-05-12,433.0,433.00,433.00,433.00,,-8.65%,False
2020-05-13,398.0,398.00,398.00,398.00,,-8.08%,False
2020-05-14,393.0,393.00,393.00,393.00,,-1.26%,False
2020-05-15,407.0,407.00,407.00,407.00,,3.56%,False
2020-05-18,427.0,427.00,427.00,427.00,,4.91%,False
2020-05-19,453.0,453.00,453.00,453.00,,6.09%,False
2020-05-20,477.0,477.00,477.00,477.00,,5.30%,False
2020-05-21,494.0,494.00,494.00,494.00,,3.56%,False
2020-05-22,498.0,498.00,498.00,498.00,,0.81%,False
2020-05-26,506.0,506.00,506.00,506.00,,1.61%,False
2020-05-27,502.0,502.00,502.00,502.00,,-0.79%,False
2020-05-28,489.0,489.00,489.00,489.00,,-2.59%,False
2020-05-29,504.0,504.00,504.00,504.00,,3.07%,False
2020-06-01,520.0,520.00,520.00,520.00,,3.17%,False
2020-06-02,546.0,546.00,546.00,546.00,,5.00%,False
2020-06-03,592.0,592.00,592.00,592.00,,8.42%,False
2020-06-04,632.0,632.00,632.00,632.00,,6.76%,False
2020-06-05,679.0,679.00,679.00,679.00,,7.44%,False
2020-06-08,698.0,698.00,698.00,698.00,,2.80%,False
2020-06-09,714.0,714.00,714.00,714.00,,2.29%,False
2020-06-10,764.0,764.00,764.00,764.00,,7.00%,False
2020-06-11,839.0,839.00,839.00,839.00,,9.82%,False
2020-06-12,923.0,923.00,923.00,923.00,,10.01%,False
2020-06-15,973.0,973.00,973.00,973.00,,5.42%,False
2020-06-16,1054.0,"1,054.00","1,054.00","1,054.00",,8.32%,False
2020-06-17,1246.0,"1,246.00","1,246.00","1,246.00",,18.22%,True
2020-06-18,1527.0,"1,527.00","1,527.00","1,527.00",,22.55%,True
2020-06-19,1555.0,"1,555.00","1,555.00","1,555.00",,1.83%,False
2020-06-22,1558.0,"1,558.00","1,558.00","1,558.00",,0.19%,False
2020-06-23,1617.0,"1,617.00","1,617.00","1,617.00",,3.79%,False
2020-06-24,1705.0,"1,705.00","1,705.00","1,705.00",,5.44%,False
2020-06-25,1738.0,"1,738.00","1,738.00","1,738.00",,1.94%,False
2020-06-26,1749.0,"1,749.00","1,749.00","1,749.00",,0.63%,False
2020-06-29,1794.0,"1,794.00","1,794.00","1,794.00",,2.57%,False
2020-06-30,1799.0,"1,799.00","1,799.00","1,799.00",,0.28%,False
2020-07-01,1803.0,"1,803.00","1,803.00","1,803.00",,0.22%,False
2020-07-02,1823.0,"1,823.00","1,823.00","1,823.00",,1.11%,False
2020-07-03,1894.0,"1,894.00","1,894.00","1,894.00",,3.89%,False
2020-07-06,1956.0,"1,956.00","1,956.00","1,956.00",,3.27%,False
2020-07-07,1949.0,"1,949.00","1,949.00","1,949.00",,-0.36%,False
2020-07-08,1849.0,"1,849.00","1,849.00","1,849.00",,-5.13%,False
2020-07-09,1810.0,"1,810.00","1,810.00","1,810.00",,-2.11%,False
2020-07-10,1810.0,"1,810.00","1,810.00","1,810.00",,0.00%,False
2020-07-13,1792.0,"1,792.00","1,792.00","1,792.00",,-0.99%,False
2020-07-14,1742.0,"1,742.00","1,742.00","1,742.00",,-2.79%,False
2020-07-15,1696.0,"1,696.00","1,696.00","1,696.00",,-2.64%,False
2020-07-16,1699.0,"1,699.00","1,699.00","1,699.00",,0.18%,False
2020-07-17,1710.0,"1,710.00","1,710.00","1,710.00",,0.65%,False
2020-07-20,1678.0,"1,678.00","1,678.00","1,678.00",,-1.87%,False
2020-07-21,1594.0,"1,594.00","1,594.00","1,594.00",,-5.01%,False
2020-07-22,1473.0,"1,473.00","1,473.00","1,473.00",,-7.59%,False
2020-07-23,1388.0,"1,388.00","1,388.00","1,388.00",,-5.77%,False
2020-07-24,1317.0,"1,317.00","1,317.00","1,317.00",,-5.12%,False
2020-07-27,1293.0,"1,293.00","1,293.00","1,293.00",,-1.82%,False
2020-07-28,1264.0,"1,264.00","1,264.00","1,264.00",,-2.24%,False
2020-07-29,1317.0,"1,317.00","1,317.00","1,317.00",,4.19%,False
2020-07-30,1348.0,"1,348.00","1,348.00","1,348.00",,2.35%,False
2020-07-31,1350.0,"1,350.00","1,350.00","1,350.00",,0.15%,False
2020-08-03,1385.0,"1,385.00","1,385.00","1,385.00",,2.59%,False
2020-08-07,1501.0,"1,501.00","1,501.00","1,501.00",,8.38%,False
2020-08-10,1506.0,"1,506.00","1,506.00","1,506.00",,0.33%,False
2020-08-11,1510.0,"1,510.00","1,510.00","1,510.00",,0.27%,False
2020-08-12,1540.0,"1,540.00","1,540.00","1,540.00",,1.99%,False
2020-08-13,1577.0,"1,577.00","1,577.00","1,577.00",,2.40%,False
2020-08-14,1595.0,"1,595.00","1,595.00","1,595.00",,1.14%,False
2020-08-17,1598.0,"1,598.00","1,598.00","1,598.00",,0.19%,False
2020-08-18,1586.0,"1,586.00","1,586.00","1,586.00",,-0.75%,False
2020-08-19,1568.0,"1,568.00","1,568.00","1,568.00",,-1.13%,False
2020-08-20,1518.0,"1,518.00","1,518.00","1,518.00",,-3.19%,False
2020-08-21,1481.0,"1,481.00","1,481.00","1,481.00",,-2.44%,False
2020-08-24,1491.0,"1,491.00","1,491.00","1,491.00",,0.68%,False
2020-08-25,1518.0,"1,518.00","1,518.00","1,518.00",,1.81%,False
2020-08-26,1509.0,"1,509.00","1,509.00","1,509.00",,-0.59%,False
2020-08-27,1504.0,"1,504.00","1,504.00","1,504.00",,-0.33%,False
2020-08-28,1488.0,"1,488.00","1,488.00","1,488.00",,-1.06%,False
2020-09-01,1471.0,"1,471.00","1,471.00","1,471.00",,-1.14%,False
2020-09-02,1445.0,"1,445.00","1,445.00","1,445.00",,-1.77%,False
2020-09-03,1395.0,"1,395.00","1,395.00","1,395.00",,-3.46%,False
2020-09-04,1362.0,"1,362.00","1,362.00","1,362.00",,-2.37%,False
2020-09-07,1349.0,"1,349.00","1,349.00","1,349.00",,-0.95%,False
2020-09-08,1328.0,"1,328.00","1,328.00","1,328.00",,-1.56%,False
2020-09-09,1296.0,"1,296.00","1,296.00","1,296.00",,-2.41%,False
2020-09-10,1269.0,"1,269.00","1,269.00","1,269.00",,-2.08%,False
2020-09-11,1267.0,"1,267.00","1,267.00","1,267.00",,-0.16%,False
2020-09-14,1282.0,"1,282.00","1,282.00","1,282.00",,1.18%,False
2020-09-15,1289.0,"1,289.00","1,289.00","1,289.00",,0.55%,False
2020-09-16,1281.0,"1,281.00","1,281.00","1,281.00",,-0.62%,False
2020-09-17,1294.0,"1,294.00","1,294.00","1,294.00",,1.01%,False
2020-09-18,1296.0,"1,296.00","1,296.00","1,296.00",,0.15%,False
2020-09-21,1314.0,"1,314.00","1,314.00","1,314.00",,1.39%,False
2020-09-22,1364.0,"1,364.00","1,364.00","1,364.00",,3.81%,False
2020-09-23,1426.0,"1,426.00","1,426.00","1,426.00",,4.55%,False
2020-09-24,1605.0,"1,605.00","1,605.00","1,605.00",,12.55%,False
2020-09-25,1667.0,"1,667.00","1,667.00","1,667.00",,3.86%,False
2020-09-28,1654.0,"1,654.00","1,654.00","1,654.00",,-0.78%,False
2020-09-29,1658.0,"1,658.00","1,658.00","1,658.00",,0.24%,False
2020-09-30,1725.0,"1,725.00","1,725.00","1,725.00",,4.04%,False
2020-10-01,1869.0,"1,869.00","1,869.00","1,869.00",,8.35%,False
2020-10-02,2020.0,"2,020.00","2,020.00","2,020.00",,8.08%,False
2020-10-05,2071.0,"2,071.00","2,071.00","2,071.00",,2.52%,False
2020-10-06,2097.0,"2,097.00","2,097.00","2,097.00",,1.26%,False
2020-10-07,2044.0,"2,044.00","2,044.00","2,044.00",,-2.53%,False
2020-10-08,1970.0,"1,970.00","1,970.00","1,970.00",,-3.62%,False
2020-10-09,1892.0,"1,892.00","1,892.00","1,892.00",,-3.96%,False
2020-10-12,1807.0,"1,807.00","1,807.00","1,807.00",,-4.49%,False
2020-10-13,1732.0,"1,732.00","1,732.00","1,732.00",,-4.15%,False
2020-10-14,1637.0,"1,637.00","1,637.00","1,637.00",,-5.48%,False
2020-10-15,1561.0,"1,561.00","1,561.00","1,561.00",,-4.64%,False
2020-10-16,1477.0,"1,477.00","1,477.00","1,477.00",,-5.38%,False
2020-10-19,1409.0,"1,409.00","1,409.00","1,409.00",,-4.60%,False
2020-10-20,1350.0,"1,350.00","1,350.00","1,350.00",,-4.19%,False
2020-10-21,1346.0,"1,346.00","1,346.00","1,346.00",,-0.30%,False
2020-10-22,1401.0,"1,401.00","1,401.00","1,401.00",,4.09%,False
2020-10-23,1415.0,"1,415.00","1,415.00","1,415.00",,1.00%,False
2020-10-26,1402.0,"1,402.00","1,402.00","1,402.00",,-0.92%,False
2020-10-27,1413.0,"1,413.00","1,413.00","1,413.00",,0.78%,False
2020-10-28,1384.0,"1,384.00","1,384.00","1,384.00",,-2.05%,False
2020-10-29,1297.0,"1,297.00","1,297.00","1,297.00",,-6.29%,False
2020-10-30,1283.0,"1,283.00","1,283.00","1,283.00",,-1.08%,False
2020-11-02,1284.0,"1,284.00","1,284.00","1,284.00",,0.08%,False
2020-11-03,1263.0,"1,263.00","1,263.00","1,263.00",,-1.64%,False
2020-11-04,1224.0,"1,224.00","1,224.00","1,224.00",,-3.09%,False
2020-11-05,1194.0,"1,194.00","1,194.00","1,194.00",,-2.45%,False
2020-11-06,1196.0,"1,196.00","1,196.00","1,196.00",,0.17%,False
2020-11-09,1207.0,"1,207.00","1,207.00","1,207.00",,0.92%,False
2020-11-10,1200.0,"1,200.00","1,200.00","1,200.00",,-0.58%,False
2020-11-11,1141.0,"1,141.00","1,141.00","1,141.00",,-4.92%,False
2020-11-12,1124.0,"1,124.00","1,124.00","1,124.00",,-1.49%,False
2020-11-16,1111.0,"1,111.00","1,111.00","1,111.00",,-1.16%,False
2020-11-17,1112.0,"1,112.00","1,112.00","1,112.00",,0.09%,False
2020-11-18,1115.0,"1,115.00","1,115.00","1,115.00",,0.27%,False
2020-11-19,1134.0,"1,134.00","1,134.00","1,134.00",,1.70%,False
2020-11-20,1148.0,"1,148.00","1,148.00","1,148.00",,1.23%,False
2020-11-23,1169.0,"1,169.00","1,169.00","1,169.00",,1.83%,False
2020-11-24,1178.0,"1,178.00","1,178.00","1,178.00",,0.77%,False
2020-11-25,1197.0,"1,197.00","1,197.00","1,197.00",,1.61%,False
2020-11-26,1219.0,"1,219.00","1,219.00","1,219.00",,1.84%,False
2020-11-27,1230.0,"1,230.00","1,230.00","1,230.00",,0.90%,False
2020-11-30,1227.0,"1,227.00","1,227.00","1,227.00",,-0.24%,False
2020-12-01,1211.0,"1,211.00","1,211.00","1,211.00",,-1.30%,False
2020-12-02,1201.0,"1,201.00","1,201.00","1,201.00",,-0.83%,False
2020-12-03,1189.0,"1,189.00","1,189.00","1,189.00",,-1.00%,False
2020-12-04,1197.0,"1,197.00","1,197.00","1,197.00",,0.67%,False
2020-12-07,1162.0,"1,162.00","1,162.00","1,162.00",,-2.92%,False
2020-12-08,1121.0,"1,121.00","1,121.00","1,121.00",,-3.53%,False
2020-12-09,1122.0,"1,122.00","1,122.00","1,122.00",,0.09%,False
2020-12-10,1161.0,"1,161.00","1,161.00","1,161.00",,3.48%,False
2020-12-11,1211.0,"1,211.00","1,211.00","1,211.00",,4.31%,False
2020-12-14,1235.0,"1,235.00","1,235.00","1,235.00",,1.98%,False
2020-12-15,1273.0,"1,273.00","1,273.00","1,273.00",,3.08%,False
2020-12-16,1296.0,"1,296.00","1,296.00","1,296.00",,1.81%,False
2020-12-17,1301.0,"1,301.00","1,301.00","1,301.00",,0.39%,False
2020-12-18,1325.0,"1,325.00","1,325.00","1,325.00",,1.84%,False
2020-12-21,1323.0,"1,323.00","1,323.00","1,323.00",,-0.15%,False
2020-12-22,1330.0,"1,330.00","1,330.00","1,330.00",,0.53%,False
2020-12-23,1362.0,"1,362.00","1,362.00","1,362.00",,2.41%,False
2020-12-24,1366.0,"1,366.00","1,366.00","1,366.00",,0.29%,False
2021-01-04,1374.0,"1,374.00","1,374.00","1,374.00",,0.59%,False
2021-01-05,1418.0,"1,418.00","1,418.00","1,418.00",,3.20%,False
2021-01-06,1425.0,"1,425.00","1,425.00","1,425.00",,0.49%,False
2021-01-07,1448.0,"1,448.00","1,448.00","1,448.00",,1.61%,False
2021-01-08,1606.0,"1,606.00","1,606.00","1,606.00",,10.91%,True
2021-01-11,1761.0,"1,761.00","1,761.00","1,761.00",,9.65%,True
2021-01-12,1849.0,"1,849.00","1,849.00","1,849.00",,5.00%,True
2021-01-13,1856.0,"1,856.00","1,856.00","1,856.00",,0.38%,False
2021-01-14,1792.0,"1,792.00","1,792.00","1,792.00",,-3.45%,False
2021-01-15,1754.0,"1,754.00","1,754.00","1,754.00",,-2.12%,False
2021-01-18,1740.0,"1,740.00","1,740.00","1,740.00",,-0.80%,False
2021-01-19,1766.0,"1,766.00","1,766.00","1,766.00",,1.49%,False
2021-01-20,1828.0,"1,828.00","1,828.00","1,828.00",,3.51%,False
2021-01-21,1837.0,"1,837.00","1,837.00","1,837.00",,0.49%,False
2021-01-22,1810.0,"1,810.00","1,810.00","1,810.00",,-1.47%,False
2021-01-25,1765.0,"1,765.00","1,765.00","1,765.00",,-2.49%,False
2021-01-26,1659.0,"1,659.00","1,659.00","1,659.00",,-6.01%,False
2021-01-27,1540.0,"1,540.00","1,540.00","1,540.00",,-7.17%,False
2021-01-28,1470.0,"1,470.00","1,470.00","1,470.00",,-4.55%,False
2021-01-29,1452.0,"1,452.00","1,452.00","1,452.00",,-1.22%,False
2021-02-01,1444.0,"1,444.00","1,444.00","1,444.00",,-0.55%,False
2021-02-02,1380.0,"1,380.00","1,380.00","1,380.00",,-4.43%,False
2021-02-03,1327.0,"1,327.00","1,327.00","1,327.00",,-3.84%,False
2021-02-04,1327.0,"1,327.00","1,327.00","1,327.00",,0.00%,False
2021-02-05,1333.0,"1,333.00","1,333.00","1,333.00",,0.45%,False
2021-02-08,1317.0,"1,317.00","1,317.00","1,317.00",,-1.20%,False
2021-02-09,1306.0,"1,306.00","1,306.00","1,306.00",,-0.84%,False
2021-02-10,1303.0,"1,303.00","1,303.00","1,303.00",,-0.23%,False
2021-02-11,1313.0,"1,313.00","1,313.00","1,313.00",,0.77%,False
2021-02-12,1339.0,"1,339.00","1,339.00","1,339.00",,1.98%,False
2021-02-15,1364.0,"1,364.00","1,364.00","1,364.00",,1.87%,False
2021-02-16,1495.0,"1,495.00","1,495.00","1,495.00",,9.60%,False
2021-02-17,1756.0,"1,756.00","1,756.00","1,756.00",,17.46%,False
2021-02-18,1770.0,"1,770.00","1,770.00","1,770.00",,0.80%,False
2021-02-19,1698.0,"1,698.00","1,698.00","1,698.00",,-4.07%,False
2021-02-22,1709.0,"1,709.00","1,709.00","1,709.00",,0.65%,False
2021-02-23,1727.0,"1,727.00","1,727.00","1,727.00",,1.05%,False
2021-02-24,1709.0,"1,709.00","1,709.00","1,709.00",,-1.04%,False
2021-02-25,1700.0,"1,700.00","1,700.00","1,700.00",,-0.53%,False
2021-02-26,1675.0,"1,675.00","1,675.00","1,675.00",,-1.47%,False
2021-03-01,1651.0,"1,651.00","1,651.00","1,651.00",,-1.43%,False
2021-03-02,1673.0,"1,673.00","1,673.00","1,673.00",,1.33%,False
2021-03-03,1763.0,"1,763.00","1,763.00","1,763.00",,5.38%,False
2021-03-04,1779.0,"1,779.00","1,779.00","1,779.00",,0.91%,False
2021-03-05,1829.0,"1,829.00","1,829.00","1,829.00",,2.81%,False
2021-03-08,1853.0,"1,853.00","1,853.00","1,853.00",,1.31%,False
2021-03-09,1901.0,"1,901.00","1,901.00","1,901.00",,2.59%,False
2021-03-10,1980.0,"1,980.00","1,980.00","1,980.00",,4.16%,False
2021-03-11,1970.0,"1,970.00","1,970.00","1,970.00",,-0.51%,False
2021-03-12,1960.0,"1,960.00","1,960.00","1,960.00",,-0.51%,False
2021-03-15,1983.0,"1,983.00","1,983.00","1,983.00",,1.17%,False
2021-03-16,2017.0,"2,017.00","2,017.00","2,017.00",,1.71%,False
2021-03-17,2105.0,"2,105.00","2,105.00","2,105.00",,4.36%,False
2021-03-18,2215.0,"2,215.00","2,215.00","2,215.00",,5.23%,False
2021-03-19,2281.0,"2,281.00","2,281.00","2,281.00",,2.98%,False
2021-03-22,2319.0,"2,319.00","2,319.00","2,319.00",,1.67%,False
2021-03-23,2271.0,"2,271.00","2,271.00","2,271.00",,-2.07%,False
2021-03-24,2194.0,"2,194.00","2,194.00","2,194.00",,-3.39%,False
2021-03-25,2172.0,"2,172.00","2,172.00","2,172.00",,-1.00%,False
2021-03-26,2178.0,"2,178.00","2,178.00","2,178.00",,0.28%,False
2021-03-29,2162.0,"2,162.00","2,162.00","2,162.00",,-0.73%,False
2021-03-30,2103.0,"2,103.00","2,103.00","2,103.00",,-2.73%,False
2021-03-31,2046.0,"2,046.00","2,046.00","2,046.00",,-2.71%,False
2021-04-01,2072.0,"2,072.00","2,072.00","2,072.00",,1.27%,False
2021-04-06,2092.0,"2,092.00","2,092.00","2,092.00",,0.97%,False
